code,name,weight,shares,price
2887,台新新光金,3.26,139113350,43.4
2883,凱基金,1.99,96221000,38.15
2884,玉山金,2.21,90279000,45.65
2890,永豐金,1.93,80728100,44.55
2885,元大金,2.73,74652320,68.3
2886,兆豐金,1.78,66296000,51.8
5880,合庫金,0.95,65968175,27.0
2892,第一金,1.39,65873000,39.55
2880,華南金,1.5,60078880,46.9
2891,中信金,1.25,33381000,69.7
2330,台積電,40.08,31956000,2385.0
2412,中華電,2.16,28615000,143.5
2317,鴻海,2.79,21342000,246.5
2303,聯電,1.53,20500000,138.5
2881,富邦金,1.41,17450000,151.0
2882,國泰金,1.01,16966000,110.0
3481,群創,0.36,14212000,46.8
1303,南亞,1.16,9806000,221.5
1216,統一,0.32,8253000,74.5
3711,日月光投控,1.82,5720000,592.0
2344,華邦電,0.48,5420000,159.5
3231,緯創,0.51,5253000,182.5
2382,廣達,0.85,4720000,333.0
4904,遠傳,0.24,4272000,106.5
3045,台灣大,0.26,4036000,124.0
6505,台塑化,0.17,3964000,82.9
2408,南亞科,0.99,3820000,465.5
2603,長榮,0.46,3654000,233.5
2308,台達電,3.28,3642000,1670.0
2301,光寶科,0.53,3626000,274.0
2327,國巨*,0.93,3289000,537.0
2454,聯發科,6.23,2610000,4430.0
3037,欣興,1.29,2550000,951.0
4958,臻鼎-KY,0.36,1400000,477.5
2357,華碩,0.59,1201000,928.0
2395,研華,0.32,880000,685.0
2345,智邦,0.85,880000,1840.0
2360,致茂,0.77,700000,2080.0
6446,藥華藥,0.41,640000,1205.0
2368,金像電,0.32,603000,972.0
6669,緯穎,0.69,602524,2315.0
3017,奇鋐,1.0,598000,3115.0
2383,台光電,1.53,570000,5115.0
8046,南電,0.26,440000,1085.0
3665,貿聯-KY,0.36,340000,1980.0
3653,健策,0.51,184000,5310.0
7769,鴻勁,0.58,180000,6135.0
3008,大立光,0.52,157000,6055.0
3443,創意電子,0.5,155000,6035.0
2059,川湖,0.79,124000,11715.0
202610TX,臺股期貨,1.8,370,0.0
