code,name,weight,shares,price
2887,台新新光金,1.98,99613350,37.75
2883,凱基金,1.24,73601000,31.65
2884,玉山金,1.38,68129000,37.65
2885,元大金,2.28,62358000,69.7
2890,永豐金,1.23,58228100,40.55
2892,第一金,0.96,53573000,33.35
2886,兆豐金,1.27,50996000,47.35
2880,華南金,0.91,43278880,38.95
5880,合庫金,0.52,39363175,24.2
2891,中信金,1.19,34045000,65.8
2330,台積電,41.28,32156000,2395.0
2317,鴻海,3.68,26983000,259.5
2412,中華電,1.81,24865000,135.0
2303,聯電,1.27,19562000,121.0
2881,富邦金,1.23,18397000,129.5
2882,國泰金,0.9,17166000,101.5
1303,南亞,1.05,9796000,207.5
1216,統一,0.35,8700000,75.8
3711,日月光投控,2.14,6500000,616.0
3231,緯創,0.55,5485000,193.5
2344,華邦電,0.5,5171000,183.5
2382,廣達,0.86,4822000,327.5
4904,遠傳,0.24,4510000,99.0
6505,台塑化,0.17,4377000,70.9
2308,台達電,4.3,4270000,1885.0
3045,台灣大,0.24,4093000,108.0
2603,長榮,0.48,3848000,219.0
3037,欣興,2.16,3600000,1020.0
2301,光寶科,0.49,3477000,267.0
2454,聯發科,6.93,3200000,4210.0
2327,國巨*,1.01,3102000,622.0
2408,南亞科,0.73,2600000,512.0
4958,臻鼎-KY,0.59,2200000,489.5
2345,智邦,1.47,1200000,2300.0
2357,華碩,0.58,1147000,996.0
2449,京元電子,0.12,894450,247.0
2360,致茂,0.86,682000,2300.0
8046,南電,0.42,600000,1305.0
2383,台光電,1.95,573000,6165.0
3017,奇鋐,0.93,550000,3235.0
2368,金像電,0.29,543000,1015.0
3665,貿聯-KY,0.62,540000,2200.0
3653,健策,1.06,370000,4855.0
3443,創意電子,0.7,225000,5465.0
6669,緯穎,0.74,208000,6435.0
7769,鴻勁,0.67,185000,6590.0
3008,大立光,0.41,150000,4610.0
2059,川湖,0.96,130000,12500.0
3661,世芯-KY,0.12,55000,4210.0
6515,穎崴,0.04,10000,6750.0
2395,研華,0.0,2000,683.0
6446,藥華藥,0.0,2000,1500.0
3481,群創,0.0,2000,50.1
202609TX,臺股期貨,2.21,450,0.0
