code,name,weight,shares,price
2887,台新新光金,2.86,140813350,35.95
2883,凱基金,1.66,96621000,30.4
2884,玉山金,1.87,90479000,37.35
2890,永豐金,1.77,82228100,39.35
2885,元大金,2.61,74852320,62.1
2886,兆豐金,1.72,67196000,46.4
2892,第一金,1.23,67073000,33.3
5880,合庫金,0.9,66168175,24.8
2880,華南金,1.3,60278880,38.8
2891,中信金,1.18,33455000,63.4
2330,台積電,41.92,31956000,2375.0
2412,中華電,2.18,29315000,136.5
2317,鴻海,2.88,21583000,246.5
2303,聯電,1.32,20762000,115.5
2881,富邦金,1.28,17600000,128.0
2882,國泰金,0.93,17066000,97.7
3481,群創,0.36,14212000,46.0
1303,南亞,1.04,9956000,186.0
1216,統一,0.35,8200000,78.2
3711,日月光投控,1.79,5600000,590.0
2344,華邦電,0.53,5371000,176.5
3231,緯創,0.5,5199000,180.0
2382,廣達,0.83,4720000,327.0
4904,遠傳,0.23,4200000,102.0
3045,台灣大,0.25,3970000,115.0
6505,台塑化,0.16,3877000,73.0
2408,南亞科,1.06,3700000,517.0
2603,長榮,0.51,3693000,246.0
2308,台達電,3.43,3600000,1745.0
2301,光寶科,0.49,3477000,267.0
2327,國巨*,0.99,3289000,562.0
3037,欣興,1.71,2900000,1140.0
2454,聯發科,5.36,2600000,3700.0
4958,臻鼎-KY,0.34,1400000,463.0
2357,華碩,0.55,1100000,913.0
2395,研華,0.31,880000,673.0
2345,智邦,0.97,880000,2105.0
2360,致茂,0.83,730000,2140.0
6446,藥華藥,0.52,682000,1375.0
2368,金像電,0.32,603000,1025.0
3017,奇鋐,0.93,598000,2985.0
2383,台光電,1.77,573000,5985.0
8046,南電,0.27,440000,1195.0
3665,貿聯-KY,0.42,340000,2250.0
6669,緯穎,0.69,202000,6325.0
3653,健策,0.53,180000,5600.0
7769,鴻勁,0.63,180000,6455.0
3008,大立光,0.48,157000,5515.0
3443,創意電子,0.47,155000,5630.0
2059,川湖,0.9,124000,13925.0
2449,京元電子,0.01,94450,235.0
202609TX,臺股期貨,1.82,370,0.0
