code,name,weight,shares,price
2330,台積電,58.29,567775064,2410.0
2887,台新新光金,0.86,544744779,37.25
2891,中信金,1.13,411505666,65.0
2884,玉山金,0.61,372008450,38.0
2883,凱基金,0.49,366308962,31.55
2890,永豐金,0.51,304699945,39.6
2317,鴻海,2.99,283820876,245.5
2886,兆豐金,0.56,275064288,46.95
2303,聯電,1.45,271041613,116.5
2885,元大金,0.72,266818442,64.0
2892,第一金,0.38,260814641,33.65
5880,合庫金,0.27,250537251,25.05
2882,國泰金,0.95,221801579,100.5
2880,華南金,0.37,216223716,39.6
2881,富邦金,1.11,193989537,134.0
1216,統一,0.39,115116908,77.5
1303,南亞,0.89,114546450,192.0
2412,中華電,0.52,88778359,136.5
3711,日月光投控,1.97,77119311,587.0
2344,華邦電,0.55,71924712,181.0
3231,緯創,0.53,70232526,175.5
2382,廣達,0.86,61476368,321.5
2301,光寶科,0.56,45504287,261.0
2308,台達電,3.37,44877714,1750.0
4904,遠傳,0.18,41317969,102.5
2327,國巨*,0.87,36595696,554.0
2454,聯發科,5.57,34207450,3790.0
3045,台灣大,0.16,32993781,115.0
3037,欣興,1.42,30658870,1085.0
6505,台塑化,0.08,26940126,75.8
2449,京元電子,0.27,26570865,232.0
2408,南亞科,0.57,26545424,528.0
2603,長榮,0.28,25440247,251.5
4958,臻鼎-KY,0.33,17729684,441.0
2357,華碩,0.63,15699401,921.0
2345,智邦,1.03,11515378,2035.0
2395,研華,0.31,10742092,649.0
2360,致茂,0.77,8568444,2100.0
2368,金像電,0.33,7992093,965.0
3017,奇鋐,0.92,7437371,2865.0
2383,台光電,1.59,6754026,5680.0
8046,南電,0.24,4983681,1135.0
3665,貿聯-KY,0.37,4158703,2275.0
6669,緯穎,0.66,2415938,6255.0
3008,大立光,0.51,2186509,5610.0
3653,健策,0.45,2023290,5395.0
3443,創意,0.43,1864711,5600.0
3661,世芯-KY,0.3,1839137,3700.0
7769,鴻勁,0.36,1325409,6405.0
2059,川湖,0.8,1281472,13385.0
202609TX,臺股期貨,0.23,588,0.0
202609NYF,台灣50ETF股票期貨,0.03,578,0.0
