code,name,weight,shares,price
2303,聯電,1.69,770000,111.0
2330,台積電,16.33,382999,2240.0
2449,京元電子,1.71,305000,295.0
3711,日月光投控,2.63,288002,510.0
3037,欣興,4.23,267001,816.0
4958,臻鼎-KY,1.9,240000,388.5
2327,國巨*,1.64,170000,501.0
6274,台燿,3.66,154000,1225.0
2368,金像電,3.26,131000,1250.0
3264,欣銓,0.46,110000,214.5
2308,台達電,3.92,105499,2020.0
2345,智邦,4.68,101000,2495.0
2467,志聖,1.04,93000,594.0
3017,奇鋐,3.59,77500,2410.0
8046,南電,1.13,73000,791.0
2383,台光電,6.15,70000,4545.0
2454,聯發科,4.16,68000,3400.0
6257,矽格,0.27,65000,218.5
3036,文曄,0.31,60000,263.5
2360,致茂,2.15,54000,2185.0
8299,群聯,2.39,50000,2465.0
6669,緯穎,3.89,41000,5090.0
6223,旺矽,3.76,33901,5730.0
3044,健鼎,0.27,30000,469.0
3665,貿聯-KY,1.04,27000,2025.0
3081,聯亞,1.3,27000,2490.0
7769,鴻勁,3.33,26000,6655.0
3443,創意,1.82,21050,4740.0
2395,研華,0.18,20000,457.5
2059,川湖,1.47,17000,4765.0
6187,萬潤,0.35,16000,1115.0
8210,勤誠,0.41,16000,1380.0
6515,穎崴,1.66,9000,10240.0
3661,世芯-KY,0.6,7000,4590.0
5274,信驊,1.45,4700,15925.0
4904,遠傳,0.0,3,96.8
3045,台灣大,0.0,1,114.0
2412,中華電,0.0,1,137.0
