code,name,weight,shares,price
1303,南亞,2.2,460000,237.5
2481,強茂,0.98,290000,148.0
2330,台積電,14.1,271999,2385.0
2303,聯電,0.7,260000,126.0
3037,欣興,4.82,241001,973.0
6239,力成,1.04,175000,278.0
2408,南亞科,1.81,175000,518.0
6274,台燿,4.61,158000,1345.0
3045,台灣大,0.39,151000,116.0
8046,南電,3.14,134000,1200.0
2882,國泰金,0.32,130000,109.0
3231,緯創,0.45,111000,185.5
3017,奇鋐,7.55,105500,3310.0
2886,兆豐金,0.11,100000,49.0
2449,京元電子,0.57,100000,270.5
3189,景碩,1.6,95000,847.0
6669,緯穎,4.48,83518,2610.0
3711,日月光投控,1.05,82002,589.0
2454,聯發科,6.02,64001,4275.0
2383,台光電,6.77,59001,5445.0
2308,台達電,2.23,58499,1730.0
2345,智邦,2.22,49000,2140.0
6488,環球晶,0.82,41000,927.0
2801,彰銀,0.02,40000,25.7
6187,萬潤,1.1,39000,1300.0
8996,高力,0.93,36000,1265.0
6223,旺矽,3.93,35901,5045.0
6805,富世達,1.36,30000,2110.0
3653,健策,3.04,25000,5770.0
3081,聯亞,1.56,23000,3120.0
2059,川湖,6.12,21001,13865.0
3491,昇達科,0.61,20000,1405.0
3443,創意,2.4,19050,5895.0
2368,金像電,0.38,16000,1175.0
9941,裕融,0.02,13260,82.6
3665,貿聯-KY,0.59,13000,2170.0
7769,鴻勁,1.4,11000,5710.0
2360,致茂,0.31,7000,1975.0
5274,信驊,2.48,6420,17850.0
3661,世芯-KY,0.35,4000,4200.0
8436,大江,0.01,3000,112.0
6515,穎崴,0.46,3000,7050.0
2317,鴻海,0.01,1000,251.0
