code,name,weight,shares,price
2330,台積電,57.57,519263692,2410.0
2887,台新新光金,0.7,492525419,32.45
2891,中信金,1.18,377532008,71.9
2883,凱基金,0.45,334291396,30.75
2884,玉山金,0.51,322690568,35.4
2890,永豐金,0.48,272688491,39.8
2317,鴻海,3.07,259187320,268.5
2886,兆豐金,0.5,250907097,45.5
2303,聯電,1.76,248405838,145.5
2892,第一金,0.34,237744653,32.6
2885,元大金,0.71,234346441,68.0
5880,合庫金,0.24,222210993,24.75
2882,國泰金,1.01,202435657,115.5
2880,華南金,0.32,195139211,38.35
2881,富邦金,1.08,177036997,138.0
1216,統一,0.34,104888476,74.5
1303,南亞,0.7,104581211,139.0
2412,中華電,0.52,80988065,144.0
3711,日月光投控,2.1,70584772,613.0
2344,華邦電,0.64,65666985,218.5
3231,緯創,0.46,64097117,161.5
2382,廣達,0.94,56107894,376.0
2301,光寶科,0.42,41516983,210.5
2308,台達電,3.92,41267204,2150.0
4904,遠傳,0.18,37657305,108.5
2327,國巨*,1.58,33525891,1080.0
2454,聯發科,6.2,31412169,4390.0
3045,台灣大,0.16,29997789,119.0
3037,欣興,1.24,28003840,968.0
6505,台塑化,0.06,24355478,53.5
2408,南亞科,0.54,24214416,459.5
2449,京元電子,0.35,23081162,308.5
2603,長榮,0.2,23060271,193.0
4958,臻鼎-KY,0.44,16186000,642.0
2357,華碩,0.5,14326665,789.0
2345,智邦,1.21,10588314,2435.0
2395,研華,0.22,9786847,494.0
2360,致茂,0.8,7824841,2310.0
2368,金像電,0.45,7296513,1355.0
3017,奇鋐,0.73,6793501,2400.0
2383,台光電,1.59,6190524,5600.0
8046,南電,0.17,4547000,874.0
3665,貿聯-KY,0.33,3795000,2100.0
6669,緯穎,0.47,2206304,5130.0
3008,大立光,0.46,1992730,5195.0
3653,健策,0.31,1849595,3965.0
3443,創意,0.36,1705000,4860.0
3661,世芯-KY,0.32,1674526,4380.0
7769,鴻勁,0.37,1211050,6975.0
2059,川湖,0.39,1170884,6865.0
202607NYF,台灣50ETF股票期貨,0.09,1738,0.0
202607TX,臺股期貨,0.33,778,0.0
