code,name,weight,shares,price
1303,南亞,1.06,16352000,89.0
2327,國巨*,3.1,13128000,312.0
3037,欣興,4.21,9287000,597.0
2449,京元電子,1.98,9275000,301.0
8046,南電,4.04,8389000,646.0
6147,頎邦,0.61,7884000,106.0
2368,金像電,5.83,6821000,1150.0
3711,日月光投控,2.14,6535000,424.0
2330,台積電,9.34,6121000,2055.0
8358,金居,1.32,5389000,333.5
2002,中鋼,0.07,5052000,20.5
2308,台達電,6.04,4610000,1750.0
2345,智邦,5.6,3878000,1890.0
3211,順達,0.98,3850000,348.0
6191,精成科,0.27,3585000,104.5
3665,貿聯-KY,5.62,3260848,2295.0
3017,奇鋐,5.46,3202000,2310.0
2383,台光電,8.42,3012000,3605.0
3264,欣銓,0.41,2989000,187.0
6274,台燿,2.05,2954000,946.0
3189,景碩,0.78,2764000,371.0
3653,健策,5.6,1837000,4000.0
5439,高技,0.5,1719000,396.5
2481,強茂,0.13,1716000,99.0
6223,旺矽,5.03,1489000,4605.0
3376,新日興,0.21,1465000,198.5
6488,環球晶,0.54,1434000,516.0
6805,富世達,1.75,1308000,1730.0
2454,聯發科,1.4,1067000,1720.0
4979,華星光,0.41,1037000,533.0
8210,勤誠,0.69,944000,961.0
2404,漢唐,0.54,804000,915.0
6510,精測,1.64,620000,3605.0
3217,優群,0.06,545000,162.0
8996,高力,0.43,535000,1115.0
3583,辛耘,0.27,527000,683.0
1319,東陽,0.03,493000,77.1
6187,萬潤,0.32,388000,1135.0
5274,信驊,3.49,343000,13875.0
6515,穎崴,2.03,305000,8470.0
3443,創意,0.61,271000,3050.0
3661,世芯-KY,0.59,251000,3200.0
6669,緯穎,0.53,195000,3755.0
3324,雙鴻,0.12,163000,972.0
1815,富喬,0.01,106000,112.0
2313,華通,0.01,59000,257.5
3008,大立光,0.02,12000,2670.0
3045,台灣大,0.0,11000,110.0
2439,美律,0.0,11000,87.0
2357,華碩,0.0,11000,580.0
5347,世界,0.0,10000,127.5
